ORDERNUMBER;ORDERDATE;PRODUCTCODE;QUANTITYORDERED;PRICEEACH;PRODUCTLINE;CUSTOMERNUMBER;CUSTOMERNAME;CITY;STATE;POSTALCODE;COUNTRY;FIRSTNAME;LASTNAME;EMAIL;OFFICECODE;CITY_1;STATE_1;COUNTRY_1;POSTALCODE_1;TERRITORY
10145; 2019.08.25;S24_2360;27;56,1;Motorcycles;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10145; 2019.08.25;S24_4278;33;71,73;Planes;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10145; 2019.08.25;S32_1374;33;99,89;Motorcycles;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10145; 2019.08.25;S32_2206;31;39,43;Motorcycles;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10145; 2019.08.25;S32_4485;27;95,93;Motorcycles;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10145; 2019.08.25;S50_4713;38;73,22;Motorcycles;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10145; 2019.08.25;S700_2834;20;113,9;Planes;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10189; 2019.11.18;S12_2823;28;138,57;Motorcycles;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S18_1589;49;105,77;Classic Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S18_1749;37;144,5;Vintage Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S18_2248;45;50,25;Vintage Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S18_2325;27;124,59;Vintage Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S18_2795;32;140,06;Vintage Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S18_3685;46;131,39;Classic Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S18_4409;43;77,31;Vintage Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S18_4933;44;66,99;Classic Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S24_1046;21;72,76;Classic Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S24_1628;38;50,31;Classic Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S24_1937;23;29,54;Vintage Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S24_2022;28;43,01;Vintage Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10367; 2021.01.12;S24_2972;36;36,25;Classic Cars;205;Toys4GrownUps.com;Pasadena;CA;90003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10154; 2019.10.02;S24_3151;31;75,23;Vintage Cars;219;Boards & Toys Co.;Glendale;CA;92561;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10154; 2019.10.02;S700_2610;36;59,27;Ships;219;Boards & Toys Co.;Glendale;CA;92561;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10376; 2021.02.08;S12_3380;35;98,65;Classic Cars;219;Boards & Toys Co.;Glendale;CA;92561;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S10_4757;49;133,28;Classic Cars;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S18_1662;49;137,19;Planes;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S18_3029;49;79,14;Ships;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S18_3856;45;88,93;Vintage Cars;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S24_2841;32;56,86;Planes;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S24_3151;47;74,35;Vintage Cars;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S24_3420;43;61,15;Vintage Cars;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S24_3816;46;77,99;Vintage Cars;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S24_3949;48;55,27;Planes;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S700_1138;31;58,67;Ships;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S700_2047;26;80,56;Ships;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S700_2466;37;90,75;Planes;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S700_2610;36;69,39;Ships;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S700_3505;38;84,14;Ships;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S700_3962;31;81,43;Ships;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S700_4002;43;66,63;Planes;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S72_1253;31;45,19;Planes;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10222; 2020.02.19;S72_3212;36;48,59;Ships;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10226; 2020.02.26;S18_1589;38;108,26;Classic Cars;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10226; 2020.02.26;S18_1984;24;129,45;Classic Cars;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10226; 2020.02.26;S18_2870;24;125,4;Classic Cars;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10226; 2020.02.26;S18_3685;46;122,91;Classic Cars;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10226; 2020.02.26;S24_1046;21;65,41;Classic Cars;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10226; 2020.02.26;S24_1628;36;47,79;Classic Cars;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10226; 2020.02.26;S24_3432;48;95,3;Classic Cars;239;Collectable Mini Designs Co.;San Diego;CA;91217;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10160; 2019.10.11;S12_3380;46;96,3;Classic Cars;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10160; 2019.10.11;S12_4675;50;93,28;Classic Cars;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10160; 2019.10.11;S18_1889;38;70,84;Classic Cars;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10160; 2019.10.11;S18_3232;20;140,55;Classic Cars;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10160; 2019.10.11;S24_2972;42;30,59;Classic Cars;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10160; 2019.10.11;S24_3856;35;130,6;Classic Cars;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10209; 2020.01.09;S10_4757;39;129,2;Classic Cars;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10209; 2020.01.09;S18_3029;28;82,58;Ships;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10209; 2020.01.09;S18_3856;20;97,4;Vintage Cars;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10209; 2020.01.09;S24_2841;43;66,45;Planes;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10209; 2020.01.09;S24_3420;36;56,55;Vintage Cars;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10209; 2020.01.09;S24_3816;22;79,67;Vintage Cars;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10209; 2020.01.09;S700_2047;33;90,52;Ships;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10209; 2020.01.09;S72_1253;48;44,2;Planes;347;Men 'R' US Retailers, Ltd.;Los Angeles;CA;91003;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10199; 2019.12.01;S50_1341;29;37,97;Vintage Cars;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10199; 2019.12.01;S700_1691;48;81,29;Planes;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10199; 2019.12.01;S700_3167;38;70,4;Planes;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10215; 2020.01.29;S10_1949;35;205,73;Classic Cars;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10215; 2020.01.29;S18_1097;46;100,34;Trucks and Buses;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10215; 2020.01.29;S18_1342;27;92,47;Vintage Cars;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10215; 2020.01.29;S18_1367;33;53,91;Vintage Cars;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10215; 2020.01.29;S18_2949;49;97,26;Vintage Cars;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10215; 2020.01.29;S18_2957;31;56,21;Vintage Cars;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10215; 2020.01.29;S18_3136;49;89,01;Vintage Cars;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10215; 2020.01.29;S18_3320;41;84,33;Vintage Cars;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10215; 2020.01.29;S18_4668;46;42,76;Vintage Cars;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10215; 2020.01.29;S24_4258;39;94,47;Vintage Cars;475;West Coast Collectables Co.;Burbank;CA;94019;USA;Leslie;Thompson;lthompson@classicmodelcars.com;1;San Francisco;CA;USA;94080;NA
10228; 2020.03.10;S10_1949;29;214,3;Classic Cars;173;Cambridge Collectables Co.;Cambridge;MA;51247;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10228; 2020.03.10;S18_1097;32;100,34;Trucks and Buses;173;Cambridge Collectables Co.;Cambridge;MA;51247;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10228; 2020.03.10;S18_2949;24;101,31;Vintage Cars;173;Cambridge Collectables Co.;Cambridge;MA;51247;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10228; 2020.03.10;S18_2957;45;57,46;Vintage Cars;173;Cambridge Collectables Co.;Cambridge;MA;51247;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10228; 2020.03.10;S18_3136;31;100,53;Vintage Cars;173;Cambridge Collectables Co.;Cambridge;MA;51247;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10228; 2020.03.10;S24_4258;33;84,73;Vintage Cars;173;Cambridge Collectables Co.;Cambridge;MA;51247;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10249; 2020.05.08;S18_3856;46;88,93;Vintage Cars;173;Cambridge Collectables Co.;Cambridge;MA;51247;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10249; 2020.05.08;S24_2841;20;54,81;Planes;173;Cambridge Collectables Co.;Cambridge;MA;51247;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10249; 2020.05.08;S24_3420;25;65,75;Vintage Cars;173;Cambridge Collectables Co.;Cambridge;MA;51247;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10249; 2020.05.08;S700_2047;40;85,99;Ships;173;Cambridge Collectables Co.;Cambridge;MA;51247;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10249; 2020.05.08;S72_1253;32;49,16;Planes;173;Cambridge Collectables Co.;Cambridge;MA;51247;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S12_1099;50;184,84;Classic Cars;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S12_2823;43;150,62;Motorcycles;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S12_3380;47;104,52;Classic Cars;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S12_3990;38;67,83;Classic Cars;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S18_3278;38;78;Classic Cars;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S18_3482;30;139,64;Classic Cars;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S18_3782;33;54,71;Motorcycles;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S18_4721;48;120,53;Classic Cars;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S24_2360;46;61,64;Motorcycles;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S24_3371;20;58,17;Classic Cars;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S24_4620;48;67,1;Classic Cars;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S32_2206;27;35,4;Motorcycles;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S32_4485;38;94,91;Motorcycles;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10276; 2020.08.02;S50_4713;21;67,53;Motorcycles;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10294; 2020.09.10;S700_3962;45;98,32;Ships;204;Online Mini Collectables;Brickhaven;MA;58339;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S10_4757;49;133,28;Classic Cars;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S18_1662;32;126,15;Planes;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S18_3029;46;70,54;Ships;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S18_3856;34;99,52;Vintage Cars;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S24_2841;27;63,71;Planes;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S24_3420;33;59,83;Vintage Cars;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S24_3816;23;74,64;Vintage Cars;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S24_3949;28;55,96;Planes;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S50_1341;34;34,91;Vintage Cars;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S700_1691;36;86,77;Planes;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S700_2047;26;87,8;Ships;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S700_2466;26;79,78;Planes;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S700_2610;31;69,39;Ships;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S700_3167;28;70,4;Planes;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S700_4002;34;65,15;Planes;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10143; 2019.08.10;S72_1253;37;49,66;Planes;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S12_1108;21;195,33;Classic Cars;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S12_3148;33;146,55;Classic Cars;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S12_3891;43;147,07;Classic Cars;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S18_3140;28;124,3;Vintage Cars;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S18_3259;49;94,79;Trains;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S18_4027;39;127,82;Classic Cars;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S18_4522;47;87,77;Vintage Cars;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S24_2011;30;105,69;Ships;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S24_3151;33;83,2;Vintage Cars;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S50_1514;20;46,86;Trains;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S700_1138;21;64,67;Ships;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S700_1938;30;79,68;Ships;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S700_2610;39;61,44;Ships;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
10185; 2019.11.14;S700_3505;37;99,17;Ships;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;Julie;Firrelli;jfirrelli@classicmodelcars.com;2;Boston;MA;USA;2107;NA
